,Molècula,Tanimoto,És Actiu,Actiu més semblant
",1.0,1,"CS(=O)(=O)O[C@@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
"
8,"CS(=O)(=O)O[C@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
",1.0,1,"CS(=O)(=O)O[C@@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
"
9,"CS(=O)(=O)O[C@H]1[C@H](CCC[C@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
",1.0,1,"CS(=O)(=O)O[C@@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
"
10,"CS(=O)(=O)O[C@H]1[C@@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
",1.0,1,"CS(=O)(=O)O[C@@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
"
11,"CS(=O)(=O)O[C@H]1[C@@H](CCC[C@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
",1.0,1,"CS(=O)(=O)O[C@@H]1[C@H](CCC[C@@H]1Cl)Cc1ccc(c(c1)O)N1CC(=O)CS1(=O)=O	CHEMBL604457
"
12,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
",1.0,1,"c1ccc(cc1)C1(SC[C@@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
"
13,"c1ccc(cc1)C1(SC[C@@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
",1.0,1,"c1ccc(cc1)C1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])c1ccccc1	CHEMBL556913
"
14,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
",1.0,1,"c1ccc(cc1)[C@@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
15,"c1ccc(cc1)[C@@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
",1.0,1,"c1ccc(cc1)[C@H](Cc1ccc(c(c1)Br)C(F)(F)P(=O)([O-])[O-])C(=O)c1ccccc1	CHEMBL8758
"
16,"c1ccc(cc1)/C=C/C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)C(=O)c1ccccc1	CHEMBL9087
",1.0,1,"c1ccc(cc1)/C=C/C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)C(=O)c1ccccc1	CHEMBL9087
"
17,"c1ccc(cc1)/C=C/C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)C(=O)c1ccccc1	CHEMBL9087
",1.0,1,"c1ccc(cc1)/C=C/C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)C(=O)c1ccccc1	CHEMBL9087
"
18,"Cc1cc(cc(c1O[C@H](Cc1ccccc1)C(=O)[O-])C)c1ccc(cc1)c1c2ccccc2oc1Cc1ccccc1	CHEMBL278862
",1.0,1,"Cc1cc(cc(c1O[C@@H](Cc1ccccc1)C(=O)[O-])C)c1ccc(cc1)c1c2ccccc2oc1Cc1ccccc1	CHEMBL278862
"
19,"Cc1cc(cc(c1O[C@@H](Cc1ccccc1)C(=O)[O-])C)c1ccc(cc1)c1c2ccccc2oc1Cc1ccccc1	CHEMBL278862
",1.0,1,"Cc1cc(cc(c1O[C@H](Cc1ccccc1)C(=O)[O-])C)c1ccc(cc1)c1c2ccccc2oc1Cc1ccccc1	CHEMBL278862
"
20,"c1ccc(cc1)c1ccc(cc1)S(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211033
",1.0,1,"c1ccc(cc1)c1ccc(cc1)S(=O)(=O)N[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211033
"
21,"c1ccc(cc1)c1ccc(cc1)S(=O)(=O)N[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211033
",1.0,1,"c1ccc(cc1)c1ccc(cc1)S(=O)(=O)N[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])c1[nH]c2ccccc2n1	CHEMBL211033
"
22,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
",1.0,1,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
"
23,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
",1.0,1,"Cc1c(sc(c1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-])Cc1ccccc1)C	CHEMBL26329
"
24,"c1ccc(cc1)Cc1c2ccccc2oc1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25825
",1.0,1,"c1ccc(cc1)Cc1c2ccccc2oc1c1ccc(cc1)c1ccc(cc1)O[C@@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25825
"
25,"c1ccc(cc1)Cc1c2ccccc2oc1c1ccc(cc1)c1ccc(cc1)O[C@@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25825
",1.0,1,"c1ccc(cc1)Cc1c2ccccc2oc1c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL25825
"
26,"c1ccc(cc1)/C=C/C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL416145
",1.0,1,"c1ccc(cc1)/C=C/C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL416145
"
27,"c1ccc(cc1)/C=C/C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL416145
",1.0,1,"c1ccc(cc1)/C=C/C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL416145
"
28,"CCCCCNC(=O)[C@H](Cc1ccc(c2c1cccc2)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NC(=O)C	CHEMBL303333
",1.0,1,"CCCCCNC(=O)[C@@H](Cc1ccc(c2c1cccc2)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NC(=O)C	CHEMBL303333
"
29,"CCCCCNC(=O)[C@@H](Cc1ccc(c2c1cccc2)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NC(=O)C	CHEMBL303333
",1.0,1,"CCCCCNC(=O)[C@H](Cc1ccc(c2c1cccc2)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NC(=O)C	CHEMBL303333
"
30,"CC1(SC[C@H](S1)CCCCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL564699
",1.0,1,"CC1(SC[C@@H](S1)CCCCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL564699
"
31,"CC1(SC[C@@H](S1)CCCCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL564699
",1.0,1,"CC1(SC[C@H](S1)CCCCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL564699
"
32,"C[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
",1.0,1,"C[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
"
33,"C[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
",1.0,1,"C[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
"
34,"C[C@@H]1C[NH+]=C(N1)[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
",1.0,1,"C[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
"
35,"C[C@@H]1C[NH+]=C(N1)[C@@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
",1.0,1,"C[C@@H]1C[NH+]=C(N1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)C(F)(F)F	CHEMBL253065
"
36,"c1ccc(cc1)COC(=O)[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267245
",1.0,1,"c1ccc(cc1)COC(=O)[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267245
"
37,"c1ccc(cc1)COC(=O)[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267245
",1.0,1,"c1ccc(cc1)COC(=O)[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267245
"
38,"c1ccc(cc1)[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(Cc1ccc(cc1)Br)n1c2ccccc2nn1	CHEMBL9339
",1.0,1,"c1ccc(cc1)[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(Cc1ccc(cc1)Br)n1c2ccccc2nn1	CHEMBL9339
"
39,"c1ccc(cc1)[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(Cc1ccc(cc1)Br)n1c2ccccc2nn1	CHEMBL9339
",1.0,1,"c1ccc(cc1)[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(Cc1ccc(cc1)Br)n1c2ccccc2nn1	CHEMBL9339
"
40,"c1ccc(cc1)Cc1c(c2cccnc2o1)c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL24594
",1.0,1,"c1ccc(cc1)Cc1c(c2cccnc2o1)c1ccc(cc1)c1ccc(cc1)O[C@@H](Cc1ccccc1)C(=O)[O-]	CHEMBL24594
"
41,"c1ccc(cc1)Cc1c(c2cccnc2o1)c1ccc(cc1)c1ccc(cc1)O[C@@H](Cc1ccccc1)C(=O)[O-]	CHEMBL24594
",1.0,1,"c1ccc(cc1)Cc1c(c2cccnc2o1)c1ccc(cc1)c1ccc(cc1)O[C@H](Cc1ccccc1)C(=O)[O-]	CHEMBL24594
"
42,"CC1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL556076
",1.0,1,"CC1(SC[C@@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL556076
"
43,"CC1(SC[C@@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL556076
",1.0,1,"CC1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)C[C@@H](OC2)C(=O)[O-])C	CHEMBL556076
"
44,"c1ccc(cc1)C(=O)[C@](Cc1ccc(cc1)C(=O)[O-])(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])c1ccccc1	CHEMBL8660
",1.0,1,"c1ccc(cc1)C(=O)[C@@](Cc1ccc(cc1)C(=O)[O-])(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])c1ccccc1	CHEMBL8660
"
45,"c1ccc(cc1)C(=O)[C@@](Cc1ccc(cc1)C(=O)[O-])(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])c1ccccc1	CHEMBL8660
",1.0,1,"c1ccc(cc1)C(=O)[C@](Cc1ccc(cc1)C(=O)[O-])(Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])c1ccccc1	CHEMBL8660
"
46,"CC1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])C	CHEMBL549372
",1.0,1,"CC1(SC[C@@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])C	CHEMBL549372
"
47,"CC1(SC[C@@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])C	CHEMBL549372
",1.0,1,"CC1(SC[C@H](S1)CCC(=O)Nc1ccc2c(c1)CO[C@H](C2)C(=O)[O-])C	CHEMBL549372
"
48,"CC(=O)N[C@H](Cc1ccc(c(c1)CCO)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])C(=O)NCc1ccc(cc1)[N+](=O)[O-]	CHEMBL539915
",0.972972972972973,1,"CC(=O)N[C@@H](Cc1ccc(c(c1)CCO)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])C(=O)NCc1ccc(cc1)[N+](=O)[O-]	CHEMBL539915
"
49,"CC(=O)N[C@@H](Cc1ccc(c(c1)CCO)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])C(=O)NCc1ccc(cc1)[N+](=O)[O-]	CHEMBL539915
",0.972972972972973,1,"CC(=O)N[C@H](Cc1ccc(c(c1)CCO)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])C(=O)NCc1ccc(cc1)[N+](=O)[O-]	CHEMBL539915
"
50,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@H](c1ccccc1)C(=O)[O-]	CHEMBL24384
",0.9605157131345688,1,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@@H](c1ccccc1)C(=O)[O-]	CHEMBL24384
"
51,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@@H](c1ccccc1)C(=O)[O-]	CHEMBL24384
",0.9605157131345688,1,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O[C@H](c1ccccc1)C(=O)[O-]	CHEMBL24384
"
52,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
",0.9128630705394191,1,"CCCCCNC(=O)[C@@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
53,"CCCCCNC(=O)[C@@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
",0.9128630705394191,1,"CCCCCNC(=O)[C@H](Cc1ccc(c(c1)/C=C/C(=O)N)N(c1ccccc1C(=O)[O-])C(=O)C(=O)[O-])NS(=O)(=O)C	CHEMBL68125
"
54,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
",0.8992673992673993,1,"C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
55,"C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
",0.8992673992673993,1,"C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL410646
"
56,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8719839142091153,1,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
57,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8719839142091153,1,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
58,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8719839142091153,1,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
59,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8719839142091153,1,"c1ccc(cc1)CCCc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
60,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
",0.8696612665684831,1,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
61,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
",0.8696612665684831,1,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
62,"c1ccc(cc1)c1cnc([nH]1)[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
",0.8696612665684831,1,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
63,"c1ccc(cc1)c1cnc([nH]1)[C@@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
",0.8696612665684831,1,"c1ccc(cc1)c1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253282
"
64,"c1ccc(cc1)CCCc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8624584717607974,1,"c1ccc(cc1)CCCc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
65,"c1ccc(cc1)CCCc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8624584717607974,1,"c1ccc(cc1)CCCc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
66,"c1ccc(cc1)CCCc1cnc([nH]1)[C@@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8624584717607974,1,"c1ccc(cc1)CCCc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
67,"c1ccc(cc1)CCCc1cnc([nH]1)[C@@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
",0.8624584717607974,1,"c1ccc(cc1)CCCc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL253500
"
68,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
",0.8514724711907811,1,"c1ccc(cc1)c1ccc(cc1)C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
69,"c1ccc(cc1)c1ccc(cc1)C[C@@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
",0.8514724711907811,1,"c1ccc(cc1)c1ccc(cc1)C[C@](Cc1ccc(cc1)C(F)(F)P(=O)([O-])[O-])(c1ccccc1)n1c2ccccc2nn1	CHEMBL267759
"
70,"c1ccc(cc1)Cc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
",0.8433734939759037,1,"c1ccc(cc1)Cc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
"
71,"c1ccc(cc1)Cc1cnc([nH]1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
",0.8433734939759037,1,"c1ccc(cc1)Cc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
"
72,"c1ccc(cc1)CNc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL243731
",0.8415245737211635,1,"c1ccc(cc1)COc1cccc(c1)c1c(c(c(s1)C(=O)[O-])OCC(=O)[O-])Br	CHEMBL394851
"
73,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
",0.8165225744476465,1,"CCCCc1c(c2ccccc2o1)[C@@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
74,"CCCCc1c(c2ccccc2o1)[C@@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
",0.8165225744476465,1,"CCCCc1c(c2ccccc2o1)[C@H](c1ccc(cc1)c1ccc(cc1)O)O	CHEMBL280647
"
75,"c1ccc(cc1)Cc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
",0.810320781032078,1,"c1ccc(cc1)Cc1c[nH]c(n1)[C@H](Cc1ccc(cc1)[C@H]1CC(=NS1(=O)=O)[O-])NS(=O)(=O)c1cccc(c1)F	CHEMBL404319
"
76,"CCCCc1c(c2ccccc2o1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL286007
",0.8066184074457083,1,"CCCCc1c(c2ccccc2s1)c1ccc(cc1)c1ccc(cc1)O	CHEMBL284664
