Molècula,Tanimoto,És Actiu,Actiu més semblant
CCN(CC)C(=O)C1=C(C)N=C2N([C@@H]1c1cccc(Cl)c1)C(/C=C(\[O-])N1CCN(C(=O)C)CC1)=CS2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff9d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc([C@@H]2C(C(c3ccncc3)=O)=C([O-])C(=O)N2c2nnc(SCc3ccc(F)cc3)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff950>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(C)c2c(c1)sc(N1[C@H](c3ccc(SC)cc3)C(C(=O)c3c(C)nc(C)s3)=C([O-])C1=O)n2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff8d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc([C@H]2C(C(c3c(C)nc4n3cccc4)=O)=C([O-])C(=O)N2Cc2ccccc2)ccc1OCC=C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff850>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc([C@H]2C(C(c3ccc(F)cc3)=O)=C([O-])C(=O)N2CCN2CCOCC2)cc1OCC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff7d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc([C@H]2C(C(c3ccc(Cl)cc3)=O)=C([O-])C(=O)N2CCN2CCOCC2)ccc1OCC=C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff750>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCOc1ccc([C@@H]2C(C(c3cc(C)ccc3C)=O)=C([O-])C(=O)N2CCN2CCOCC2)cc1OC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff6d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
COc1cc([C@H]2C(C(c3ccc(Cl)cc3)=O)=C([O-])C(=O)N2CCCN2CCOCC2)ccc1OCC=C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff650>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc([C@@H]2C(C(=O)c3ccco3)=C([O-])C(=O)N2c2nc3ccc(C)cc3s2)ccc1OCC=C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff5d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
C[C@H]1Cc2cc(C(=O)C3=C([O-])C(=O)N(CCN4CCOCC4)[C@H]3c3cccc(OC)c3OC)ccc2O1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff550>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCn3ccnc3)[C@H]2c2cccc(Br)c2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff4d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1ccc([C@H]2C(C(=O)c3ccc(OCC(C)C)c(C)c3)=C([O-])C(=O)N2Cc2cccnc2)cc1OC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff450>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(C(=O)C2=C([O-])C(=O)N(c3nc(C)c(C(=O)OC)s3)[C@H]2c2ccc(OC)c(OC)c2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff3d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1cc(Cl)ccc1C(=O)C1=C([O-])C(=O)N(CCCN2CCOCC2)[C@H]1c1ccc(Cl)c(Cl)c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff350>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc(/C=C2\C(=O)N(c3ccc(Br)cc3)C(=S)S2)ccc1O[C@@H](C)C(=O)[O-],<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff2d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cccc(Oc2ccc(Cl)cc2N2[C@H]3CS(=O)(=O)C[C@H]3S/C2=N\C(=O)CCCC(=O)[O-])c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff250>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cccc(Oc2ccc(Cl)cc2N2[C@H]3CS(=O)(=O)C[C@@H]3S/C2=N\C(=O)CCCC(=O)[O-])c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff1d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cccc(C)c1-n1c([C@H](c2ccc(Cl)cc2Cl)N(C)C(=O)c2ccccc2C(=O)[O-])nnn1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff150>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
COc1ccc([C@@H]2N3[C@H](CC(c4ccccn4)=N3)c3cc(Br)ccc3O2)c(C(=O)[O-])c1OC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff0d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1cc(Cl)cc2c1cc(S(=O)(=O)N1CCN(Cc3cc4cnccc4n3CC(=O)[O-])C(=O)C1)s2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870ff050>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(C2=NN3[C@@H](C2)c2cc(Br)ccc2O[C@@H]3c2ccc(OC)c(OC)c2C(=O)[O-])o1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fef50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CC1=NC2=C([C@H](c3cc([N+](=O)[O-])c([O-])c(OC)c3)[C@H]1C(=O)OCC(C)C)C(=O)C[C@H](c1cccs1)C2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870feed0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CC1=NC2=C([C@@H](c3cc([N+](=O)[O-])c([O-])c(OC)c3)[C@H]1C(=O)OCC(C)C)C(=O)C[C@H](c1cccs1)C2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fee50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
COc1ccc([C@@H]2N3[C@@H](CC(c4ccccn4)=N3)c3cc(Br)ccc3O2)c(C(=O)[O-])c1OC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fedd0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cn1c2cc([N-]S(=O)(=O)c3cc(F)ccc3F)c(Sc3ccc(Cl)cc3)cc2n(C)c1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fed50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccccc1OCCn1cc(/C=C2/C([O-])=NC(=O)N(c3ccc(C)c(Cl)c3)C2=O)c2c1cccc2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fecd0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccccc1OCCn1cc(/C=C2/C(=O)N=C([O-])N(c3ccc(C)c(Cl)c3)C2=O)c2c1cccc2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fec50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCOc1ccc(/C=C2\C([O-])=NC(=O)N(c3ccc(Br)c(C)c3C)C2=O)cc1OC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870febd0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(N2C(=O)/C(=C/c3cc(Br)ccc3OCc3ccccc3)C([O-])=NC2=O)c(C)c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870feb50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCO/C([O-])=C1C(=N/c2ccc(OC)cc2)/S/C(=C\c2ccc(N(C)C)c(Br)c2)C/1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fead0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc(/C=C2\C([O-])=NC(=O)N(c3ccc(F)cc3)C2=O)cc(CC=C)c1OCc1ccc(F)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fea50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc(/C=C2\C(=O)N=C([O-])N(c3ccc(F)cc3)C2=O)cc(CC=C)c1OCc1ccccc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe9d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc(/C=C2\C([O-])=NC(=O)N(c3ccc(F)cc3)C2=O)cc(CC=C)c1OCc1ccccc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe950>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCc1cc(Br)ccc1-c1ccc(/C=C2/C(C)=NN(c3ccc(Cl)c(C(=O)[O-])c3)C2=O)o1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe8d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1ccc2c(c1)c(/C=C1\C(=O)N=C([O-])N(c3ccc(Cl)cc3)C1=O)cn2CCOc1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe850>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1ccc2c(c1)c(/C=C1\C([O-])=NC(=O)N(c3ccc(Cl)cc3)C1=O)cn2CCOc1ccc(Cl)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe7d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOC(=O)c1ccc([N-]S(=O)(=O)c2ccc(OC)c(I)c2)c(Cl)c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe750>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCN1[C@@H](/C=C/c2ccccc2)C(C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)=C([O-])C1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe6d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCN1[C@@H](c2cc(Br)ccc2OC)C(C(=O)c2ccc(OCC=C)c(C)c2)=C([O-])C1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe650>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCN1[C@H](c2ccc(OCCC(C)C)c(OC)c2)C(C(=O)c2ccc(OC)c(C)c2)=C([O-])C1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe5d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCN1[C@H](c2ccc(OCC(C)C)c(OC)c2)C(C(=O)c2ccc(OC(C)C)cc2)=C([O-])C1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe550>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCCN1[C@@H](c2ccc(OCC(C)C)c(OC)c2)C(C(=O)c2ccc(Br)cc2)=C([O-])C1=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe4d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCC=C)s3)[C@H]2c2cccs2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe450>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCSc1nnc(N2[C@H](c3ccc(F)cc3)C(C(=O)c3ccc(OCC=C)cc3)=C([O-])C2=O)s1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe3d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCSc1nnc(N2[C@H](c3cccs3)C(C(=O)c3ccc(OCC(C)C)cc3)=C([O-])C2=O)s1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe350>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(CSc2nnc(/N=C(C(=C/c3ccc(OCC(C)C)c(OC)c3)/C#N)\O)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe2d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(CSc2nnc(/N=C([O-])/C(=C/c3ccc(OCC(C)C)c(OC)c3)C#N)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe250>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(Sc2nc(C)c(C(=O)C3=C([O-])C(=O)N(CCCOC)[C@H]3c3ccc(OC)cc3)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe1d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(Sc2nc(C)c(C(=O)C3=C([O-])C(=O)N(CCCOC)[C@@H]3c3ccc(OC)cc3)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe150>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(O[C@H](C)C(=O)c2c(C)c(C#N)c(=O)n(CCc3ccc(OC)cc3)c2[O-])cc(C)c1Cl,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe0d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(C)c2c(c1)sc(N1[C@H](c3cccc(OCCC(C)C)c3)C(C(c3ccncc3)=O)=C([O-])C1=O)n2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fe050>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc([C@H]2C(C(c3ccc(F)cc3)=O)=C([O-])C(=O)N2c2nc3c(C)cc(C)cc3s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdf50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc([C@H]2C(C(=O)OCc3ccccc3)=C(C)N=C3N2C(/C=C(\[O-])N2CCOCC2)=CS3)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fded0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc([C@@H]2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2Cc2ccccc2)ccc1OCC=C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fde50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc([C@H]2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc(C)c(C(=O)C)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fddd0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CC(C)CCOc1ccc([C@@H]2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nccs2)cc1OC,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdd50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc([C@H]2C(C(=O)/C=C/c3ccccc3)=C([O-])C(=O)N2c2nc(C)c(C(=O)OCC=C)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdcd0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc(C(C2=C([O-])C(=O)N(c3nc4c(C)cc(C)cc4s3)[C@H]2c2ccccc2F)=O)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdc50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc(C(C2=C([O-])C(=O)N(c3nc4c(C)cc(C)cc4s3)[C@H]2c2cccs2)=O)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdbd0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc(C(C2=C([O-])C(=O)N(c3nc4c(C)cc(C)cc4s3)[C@@H]2c2ccc(F)cc2)=O)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdb50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCCOc1ccc(C(C2=C([O-])C(=O)N(c3nc4c(C)cc(C)cc4s3)[C@H]2c2ccc(F)cc2)=O)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fdad0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(C)c2c(c1)sc(N1[C@@H](c3ccc(N(C)C)cc3)C(C(c3ccc(OC)cc3)=O)=C([O-])C1=O)n2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fda50>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(C)c(C(C2=C([O-])C(=O)N(c3nc4ccc(C)cc4s3)[C@H]2c2ccc(C(C)(C)C)cc2)=O)c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd9d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1ccc(C)c(C(C2=C([O-])C(=O)N(CCN3CCOCC3)[C@@H]2c2cccc(Oc3ccccc3)c2)=O)c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd950>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1cc([C@@H]2C(C(c3ccc(F)cc3)=O)=C([O-])C(=O)N2Cc2ccco2)ccc1OCCC(C)C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd8d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(OCC=C)ccc1C(C1=C([O-])C(=O)N(Cc2cccnc2)[C@@H]1c1ccc(C(C)(C)C)cc1)=O,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd850>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1c(C(=O)C)sc(N2[C@H](c3ccc(Cl)c(Cl)c3)C(C(c3ccc(OC)cc3)=O)=C([O-])C2=O)n1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd7d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1ccc(CN2[C@H](c3ccc(I)cc3)C(C(=O)c3cccs3)=C([O-])C2=O)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd750>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CCOc1ccc(C(=O)C2=C([O-])C(=O)N(CCCN3CCOCC3)[C@@H]2c2ccc(C(C)C)cc2)cc1C,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd6d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
C[C@@H]1CCc2cc(F)ccc2N1S(=O)(=O)c1ccc([N-]S(=O)(=O)c2ccc(Cl)s2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd650>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1cc(C(F)(F)F)cc(N2[C@@H](c3ccc(Cl)cc3)C(C(=O)c3ccc([N+](=O)[O-])cc3)=C([O-])C2=O)c1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd5d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
CC(C)(C)c1ccc([C@H]2C(C(=O)c3ccc(OCC=C)cc3)=C([O-])C(=O)N2CCCN2CCOCC2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd550>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(C)c2c(c1)sc(N1[C@@H](c3ccc(C(=O)OC)cc3)C(C(=O)c3ccccc3)=C([O-])C1=O)n2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd4d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(C)c2c(c1)sc(N1[C@H](c3ccc(C(C)(C)C)cc3)C(C(=O)c3ccc(OC)cc3)=C([O-])C1=O)n2,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd450>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
c1ccc(CCn2c(=O)c3c(-c4cccs4)csc3nc2SCc2c(C(=O)[O-])cco2)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd3d0>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
Cc1cc(C(=O)CSc2nnc(-c3cccs3)n2CC(=O)[O-])c(C)n1-c1ccc(C(C)C)cc1,<rdkit.DataStructs.cDataStructs.IntSparseIntVect object at 0x7f0f870fd350>,0,CCCCCCCCCCCCCCC/C([O-])=C1/C(=O)O[C@H](CO)C1=O
